0.192857751	1060;Rhodobacter(genus)
0.356090917	816;Bacteroides(genus)
0.008512812	1912216;Cutibacterium(genus)
0.196731079	1386;Bacillus(genus)
0.000936409	1485;Clostridium(genus)
0.049544566	1279;Staphylococcus(genus)
0.189665446	1678;Bifidobacterium(genus)
0.005661019	469;Acinetobacter(genus)
