class	0.001	0.833333333	1.000000000	5.000000000	1.000000000	0.000000000	0.000000000
class	0.002	0.833333333	1.000000000	5.000000000	1.000000000	0.000000000	0.000000000
class	0.003	0.833333333	1.000000000	5.000000000	1.000000000	0.000000000	0.000000000
class	0.004	0.833333333	1.000000000	5.000000000	1.000000000	0.000000000	0.000000000
class	0.005	0.833333333	1.000000000	5.000000000	1.000000000	0.000000000	0.000000000
class	0.006	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.007	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.008	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.009	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.010	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.011	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.012	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.013	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.014	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.015	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.016	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.017	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.018	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.019	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.020	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.021	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.022	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.023	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.024	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.025	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.026	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.027	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.028	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.029	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.030	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.031	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
class	0.032	0.666666667	1.000000000	4.000000000	2.000000000	0.000000000	0.000000000
